vibration_mm_s,temperature_c,pressure_bar,rotational_speed_rpm,oil_viscosity_cst,current_draw_amps,humidity_pct,age_days,maintenance_lag_days,failure_within_7days
2.894,66.97,4.498,1651.4,56.01,13.29,50.9,667,193,0
1.444,74.26,3.705,1478.2,51.68,13.688,73.2,733,30,0
3.965,74.24,4.168,1496.9,41.12,11.297,42.8,135,101,0
3.444,94.73,4.049,1517.0,41.52,12.036,58.5,1212,63,0
2.125,61.14,4.905,1570.2,44.2,10.703,72.2,1714,345,0
1.129,80.06,4.558,1563.7,53.92,15.303,76.0,579,90,0
3.583,89.89,3.857,1452.5,44.17,11.759,54.3,1093,249,0
2.408,97.71,4.94,1446.7,38.36,10.156,62.0,439,182,0
3.49,70.96,3.783,1564.0,42.49,10.568,30.1,77,301,0
1.224,79.91,4.665,1571.5,48.79,12.254,42.7,400,350,0
2.02,80.7,4.093,1460.7,48.45,13.507,43.9,374,279,0
2.504,76.95,4.317,1341.3,44.0,9.328,34.7,1036,204,0
2.538,74.01,4.752,1479.3,48.42,15.695,44.0,1511,88,0
2.14,79.36,4.761,1562.4,33.63,12.617,46.1,1819,292,0
2.998,49.68,5.168,1680.5,45.52,12.933,78.4,758,284,0
1.646,81.82,4.459,1380.2,49.3,11.806,63.4,749,158,0
2.386,76.26,4.653,1457.3,40.84,12.039,51.3,764,362,0
2.596,72.78,4.281,1461.1,40.82,11.703,79.4,417,129,0
2.912,95.47,4.591,1635.6,35.67,14.036,37.7,207,247,0
3.069,68.25,4.72,1496.5,52.95,11.984,53.8,341,139,0
1.6,70.97,4.451,1409.3,41.4,13.534,62.4,1644,188,0
1.273,94.92,3.598,1555.9,46.21,11.132,32.8,721,90,0
3.522,66.68,4.666,1459.5,48.02,12.391,65.8,311,55,0
2.766,69.5,4.682,1377.6,52.56,10.392,35.0,1332,225,0
1.901,73.53,4.16,1410.7,44.23,14.433,37.0,1317,333,0
3.741,83.41,3.858,1673.4,42.3,10.333,38.0,625,326,1
2.593,77.08,5.238,1538.4,45.87,11.35,76.4,1400,164,0
3.443,62.07,4.746,1510.8,51.42,11.37,64.2,1551,35,0
2.554,69.68,4.385,1475.0,44.15,11.292,62.8,1364,329,0
4.149,68.93,3.931,1529.2,40.23,13.445,57.8,83,28,1
3.904,74.23,4.089,1528.0,37.3,11.367,44.6,1601,79,1
2.301,79.26,5.151,1529.2,38.89,14.788,61.0,1476,357,0
3.277,79.18,4.569,1511.5,49.32,10.363,50.5,1027,168,0
3.016,57.24,4.225,1586.9,43.4,12.339,37.3,1480,32,0
3.595,85.64,4.755,1502.3,41.96,10.448,64.5,873,92,1
1.728,77.53,4.093,1402.2,41.42,12.842,36.5,236,111,0
3.049,88.85,5.25,1438.8,45.43,11.968,39.5,389,208,0
3.347,79.44,5.176,1302.1,43.8,11.69,70.9,393,193,0
1.093,86.01,4.267,1702.7,43.63,14.377,63.0,1665,263,0
1.553,79.67,4.186,1586.3,51.75,10.691,61.5,1783,246,0
0.869,88.46,3.191,1417.0,52.69,13.173,50.9,747,117,0
2.284,80.22,3.759,1471.8,36.95,10.462,49.8,30,227,0
3.074,74.02,3.83,1436.3,46.64,12.225,64.5,1607,8,0
3.702,97.72,4.568,1654.3,41.12,9.609,67.0,982,198,1
2.559,83.89,4.337,1358.0,43.76,10.675,55.5,1172,276,0
3.803,80.74,3.827,1511.4,46.55,11.836,78.5,605,128,1
1.396,62.24,4.359,1489.1,43.94,15.629,77.8,283,301,0
1.137,62.12,4.753,1582.7,46.15,12.202,50.6,1753,61,0
2.456,77.93,4.764,1489.6,48.36,15.309,71.0,238,1,0
2.807,76.46,3.55,1324.2,46.47,12.441,57.2,1763,359,0
2.474,68.86,4.436,1474.9,41.77,11.226,55.6,731,330,0
0.846,76.41,3.808,1402.8,41.85,15.079,32.7,1343,356,0
2.429,90.89,4.951,1508.0,37.8,12.874,58.7,1361,171,0
1.456,81.95,4.892,1643.4,40.73,10.715,75.0,31,244,0
3.036,63.59,4.051,1326.1,54.81,12.941,69.0,978,87,0
2.793,73.88,4.117,1420.0,41.04,11.415,69.3,915,82,0
1.748,66.95,4.269,1444.7,39.03,8.022,38.0,1650,4,0
2.089,71.12,3.374,1461.8,46.6,13.872,47.9,1638,348,0
1.653,70.86,4.668,1574.0,44.45,14.19,41.7,1629,38,0
2.45,70.22,4.364,1482.6,44.02,15.676,45.8,207,321,0
3.264,62.45,4.985,1541.6,52.05,12.844,59.0,903,300,0
1.711,73.72,3.951,1437.4,47.75,11.503,48.2,1253,74,0
2.903,69.39,4.19,1523.0,42.35,13.67,58.0,583,100,0
2.076,45.71,3.747,1577.8,42.88,13.7,51.9,1366,140,0
1.866,95.53,3.998,1426.8,42.49,15.277,44.3,460,92,0
2.414,85.89,3.909,1578.1,49.37,11.911,34.8,136,118,0
1.672,71.24,4.998,1505.2,43.46,11.669,74.6,978,287,0
2.057,75.19,4.151,1604.5,36.03,10.569,30.6,284,108,0
1.542,63.28,4.562,1479.9,44.76,13.075,30.1,850,42,0
4.072,91.96,4.31,1538.1,37.31,8.903,71.3,351,135,1
2.528,93.97,3.865,1495.9,55.92,13.552,79.8,17,329,0
1.94,76.57,4.416,1490.4,40.17,13.176,66.4,1239,216,0
2.671,85.24,4.8,1525.9,44.19,13.17,30.8,1419,155,0
2.41,76.75,3.896,1553.7,46.29,12.276,41.3,1423,38,0
2.323,61.63,4.905,1375.0,43.56,15.066,78.6,414,281,0
2.991,70.88,4.075,1643.4,43.55,13.744,70.4,1268,327,0
3.106,76.32,4.259,1314.0,47.11,10.786,58.3,1119,357,0
2.076,70.45,4.765,1431.5,52.63,10.822,41.8,1657,25,0
2.039,72.81,4.168,1490.6,48.84,10.241,30.7,6,31,0
2.28,74.09,4.519,1541.2,52.39,13.103,31.0,780,45,0
0.658,74.19,4.343,1657.6,39.77,10.0,60.6,87,155,0
1.288,75.52,4.565,1314.2,46.59,14.167,31.1,189,243,0
3.593,64.39,3.31,1449.2,45.78,14.646,79.7,1639,34,1
3.816,67.83,3.585,1287.3,46.76,10.242,39.2,1640,277,1
2.301,62.15,4.808,1503.2,51.88,11.629,65.5,420,241,0
2.961,84.78,5.019,1527.2,43.9,12.033,37.8,1091,258,0
2.749,53.94,4.045,1659.1,42.97,13.768,57.0,1642,45,0
4.963,86.54,4.378,1512.1,47.67,15.219,34.0,248,236,0
3.396,88.86,4.647,1604.4,36.11,8.629,68.3,860,7,0
2.398,71.98,4.847,1558.4,43.82,11.364,59.2,207,259,0
1.736,48.97,3.486,1456.5,44.33,11.468,34.3,1229,270,0
1.215,71.39,4.057,1359.1,40.4,9.199,72.4,1343,43,0
2.663,74.36,4.334,1527.5,50.29,11.03,57.4,1107,237,0
1.895,64.89,4.852,1350.8,39.69,12.856,76.1,424,166,0
1.362,69.85,5.749,1629.5,44.32,11.443,75.8,1106,75,0
1.983,90.3,4.386,1483.8,46.47,8.911,76.0,1823,156,0
1.635,81.65,3.797,1619.5,51.77,17.748,33.9,549,200,0
3.85,65.75,4.701,1452.0,44.95,12.532,36.0,1749,233,1
3.205,59.02,5.16,1526.9,49.68,12.223,79.4,487,231,0
2.494,71.73,4.554,1520.9,48.5,9.804,54.4,133,211,0
3.684,72.87,4.047,1495.5,45.62,12.521,41.9,115,153,1
2.562,79.96,4.979,1456.7,39.55,11.672,68.5,377,212,0
1.811,69.65,4.832,1539.2,37.83,8.223,43.2,977,86,0
3.718,80.11,3.987,1407.4,45.53,9.859,66.4,211,17,0
2.931,94.35,4.691,1379.1,42.29,13.59,71.9,132,190,0
1.67,83.16,4.999,1624.3,49.6,15.888,69.2,1398,307,0
2.348,74.52,5.091,1572.7,48.73,12.734,43.7,154,53,0
1.8,73.17,4.467,1506.6,44.08,14.206,50.1,920,215,0
1.394,71.43,4.321,1666.5,39.21,11.688,50.7,1447,41,0
3.241,86.81,5.114,1473.2,47.55,11.827,54.6,952,348,0
4.028,68.73,3.895,1632.3,39.91,14.182,38.4,806,229,0
1.381,75.45,4.719,1517.6,41.21,15.326,52.6,1390,229,0
2.95,75.51,3.815,1397.5,40.1,14.602,55.5,1718,181,0
1.979,69.98,5.033,1684.8,44.31,9.867,56.6,147,140,0
2.11,61.28,4.371,1599.1,50.85,11.866,71.0,1758,287,0
2.026,78.23,5.134,1487.9,44.97,12.555,55.9,1818,338,0
1.809,74.39,4.746,1572.7,42.78,11.481,41.5,1151,336,0
2.539,80.0,3.888,1459.6,37.37,12.776,63.2,1332,321,0
1.835,69.66,5.212,1582.9,47.76,13.641,69.9,715,81,0
2.716,87.21,5.276,1260.9,41.1,14.006,46.0,1142,166,0
2.46,66.23,4.941,1398.0,45.59,15.372,62.3,1597,333,0
2.309,92.12,4.119,1597.9,43.23,11.341,37.3,231,53,0
1.774,57.52,4.347,1475.0,49.19,9.272,47.1,451,72,0
2.039,79.35,4.573,1520.8,44.21,12.716,75.5,1524,212,0
3.104,79.75,4.148,1365.3,44.71,15.768,75.6,1686,170,0
2.901,67.04,5.346,1684.8,47.43,11.046,58.8,1169,269,0
1.718,79.24,4.572,1619.1,55.53,13.374,65.1,907,218,0
2.579,87.8,3.148,1479.9,49.44,13.391,72.7,1647,135,0
3.101,52.83,4.67,1459.5,44.56,12.383,77.9,1703,34,0
1.164,80.03,4.326,1603.0,45.02,12.014,54.5,1725,145,0
2.935,50.07,4.463,1698.2,42.38,10.153,58.1,1073,182,0
1.97,65.34,4.316,1595.4,40.25,7.437,50.8,107,77,0
2.956,91.29,4.904,1717.2,42.24,9.776,33.6,93,307,1
1.889,69.18,5.06,1407.8,41.14,11.219,51.1,1660,252,0
1.056,63.26,4.642,1418.1,48.27,14.195,69.5,829,327,0
1.198,73.02,4.33,1381.1,39.64,11.794,70.2,140,235,0
2.538,95.68,4.479,1544.2,51.67,10.962,74.6,1338,321,1
2.708,56.68,4.51,1517.6,48.76,10.218,32.6,11,336,0
1.777,64.49,4.099,1484.8,45.1,13.314,56.4,448,76,0
3.011,89.97,4.789,1580.9,45.0,14.717,35.4,927,72,0
1.171,93.58,4.73,1623.2,42.21,14.127,40.0,395,26,0
2.447,73.97,5.27,1347.4,46.35,13.212,75.0,1529,37,0
1.531,62.61,5.128,1440.3,50.44,9.049,54.8,378,253,0
1.979,95.96,4.157,1582.0,41.48,11.297,67.9,361,85,0
2.538,90.94,4.91,1453.2,37.33,15.895,33.2,683,356,1
1.812,81.79,4.025,1420.2,48.52,14.244,50.8,1017,358,0
2.192,66.88,4.848,1601.9,46.62,8.925,63.7,1572,30,0
3.305,74.51,4.242,1371.0,39.4,11.889,36.7,642,204,0
2.038,73.4,3.988,1469.8,41.33,12.726,46.3,573,192,0
3.169,78.31,4.64,1532.9,40.7,10.476,33.2,997,229,0
1.596,89.51,3.163,1442.6,41.38,7.382,62.6,1585,180,0
2.924,83.79,3.625,1578.3,43.38,12.198,78.5,923,244,0
3.653,64.23,4.411,1443.1,43.67,10.424,71.4,396,39,1
0.523,88.76,4.541,1640.9,41.75,10.432,78.7,186,328,0
1.862,78.13,4.315,1487.4,41.21,11.291,72.3,1245,156,0
2.962,81.87,3.71,1567.1,43.86,11.733,72.8,1542,167,0
2.338,89.67,4.091,1574.6,45.84,11.982,58.9,1324,157,0
2.797,63.88,4.696,1437.2,43.42,10.232,55.9,1199,129,0
2.017,74.64,4.791,1294.7,50.79,11.56,50.3,1815,81,0
2.569,69.69,4.492,1536.1,47.54,8.485,70.9,371,155,0
2.375,59.32,5.078,1507.2,37.05,12.622,39.1,1533,174,0
3.434,78.47,4.699,1555.6,47.62,6.287,32.8,1228,287,0
2.704,100.12,4.126,1477.3,48.03,11.421,77.4,608,87,0
2.77,56.6,4.36,1457.0,42.83,13.838,30.2,282,101,0
2.17,74.68,3.799,1700.8,37.52,9.881,78.8,1671,247,0
2.11,81.41,4.446,1352.8,45.04,13.433,66.4,1440,205,0
2.154,76.23,5.056,1573.4,44.96,14.311,46.4,1057,88,0
2.816,73.87,4.843,1442.5,39.39,5.384,64.9,82,344,0
2.163,62.01,5.201,1466.4,37.74,11.697,70.9,1507,287,0
2.732,77.33,4.349,1468.3,44.56,6.248,42.3,148,309,0
4.16,67.43,5.173,1419.7,43.83,11.764,68.5,1631,95,1
3.197,53.1,4.403,1557.1,42.91,11.986,70.2,965,158,0
2.239,86.95,5.236,1639.1,44.58,7.035,42.5,992,113,0
3.461,84.58,4.489,1547.0,39.49,15.85,32.1,948,23,0
2.174,75.52,4.854,1510.3,42.83,12.572,40.2,495,162,0
0.87,77.29,5.238,1401.4,47.67,10.302,40.0,1194,285,0
1.694,85.74,4.403,1551.7,43.25,14.931,33.3,723,352,0
1.003,77.24,4.609,1715.6,36.64,8.409,66.3,703,54,0
2.219,84.04,5.144,1461.9,42.64,9.542,49.0,1031,63,0
2.515,72.03,4.433,1462.4,39.65,7.401,74.2,1404,32,0
3.841,88.12,3.84,1443.9,46.34,15.602,42.6,826,45,1
2.762,78.21,5.572,1451.1,46.59,12.665,52.7,434,218,0
2.325,76.94,4.265,1225.5,36.71,13.319,62.0,1058,288,0
3.164,62.3,4.579,1540.5,48.8,12.602,73.9,563,195,0
0.731,77.87,5.078,1415.4,39.44,13.148,56.2,1656,252,0
2.688,66.68,4.196,1339.0,52.8,12.156,48.7,138,285,0
3.117,68.62,3.996,1575.3,44.76,12.542,73.4,367,235,0
1.317,66.85,4.627,1391.8,38.77,12.215,45.5,106,78,0
3.415,64.34,3.603,1466.1,39.29,10.783,34.0,794,91,0
2.771,96.25,4.356,1646.6,46.74,11.907,52.3,1056,95,0
2.168,88.31,4.623,1359.1,43.04,12.547,69.3,636,227,0
3.006,94.2,4.365,1346.7,44.52,12.221,31.5,1706,285,1
4.317,62.77,3.728,1526.9,53.06,9.044,59.3,987,361,1
2.645,75.71,5.297,1614.9,41.5,9.31,59.7,958,234,0
2.699,62.06,4.552,1342.6,45.3,14.166,76.4,1548,101,0
2.133,68.04,5.216,1540.8,52.1,11.386,44.3,1192,251,0
1.82,65.82,4.37,1558.1,46.35,13.169,43.9,855,139,0
3.164,87.4,4.06,1294.1,36.97,9.816,52.0,78,322,0
1.815,71.04,4.635,1579.9,47.53,9.054,47.8,1570,142,0
2.557,85.68,4.392,1587.7,39.18,10.313,66.8,209,239,0
2.118,81.04,3.911,1468.8,52.03,11.555,62.1,1435,265,0
2.883,98.04,5.235,1625.2,40.89,10.67,67.9,8,341,1
2.767,60.21,4.189,1613.6,59.85,14.588,71.0,737,60,0
3.33,87.59,3.58,1510.3,52.34,12.359,76.1,227,22,0
2.092,86.46,5.164,1454.9,41.02,15.698,51.5,175,10,0
2.284,65.27,4.248,1402.7,45.1,12.809,79.2,81,15,0
1.717,85.07,4.196,1496.2,48.77,7.175,40.8,1818,48,0
2.145,78.36,3.617,1557.0,48.92,14.112,65.7,1081,335,0
2.802,72.73,5.37,1467.6,47.21,8.981,56.7,1159,169,0
3.106,66.76,3.855,1280.2,51.26,12.461,70.8,238,118,0
1.762,67.81,4.529,1626.9,44.39,10.451,53.8,1496,41,0
3.196,95.5,4.956,1519.0,43.17,16.285,69.2,1241,9,0
3.585,75.01,4.711,1462.0,43.27,14.879,76.5,1763,48,1
2.831,82.82,4.47,1585.7,49.29,10.516,66.6,1050,264,0
4.001,67.09,3.649,1652.5,46.83,11.745,68.8,187,206,1
1.881,67.2,4.095,1219.8,46.46,12.489,33.4,630,166,0
1.504,85.82,4.594,1543.4,48.98,13.727,40.2,1733,1,0
1.077,61.5,4.106,1357.3,34.74,12.058,78.7,1140,67,0
3.697,70.85,4.602,1549.9,46.55,9.95,64.7,1014,307,1
3.023,75.34,4.841,1512.8,46.09,10.565,58.1,815,209,0
2.456,76.11,4.981,1563.6,53.34,11.991,48.3,614,138,0
2.724,73.21,3.887,1450.1,37.36,14.469,32.2,892,36,0
1.6,78.96,5.598,1312.7,52.79,12.856,48.5,1187,217,0
4.457,81.93,4.884,1455.0,45.38,10.453,54.9,1438,277,0
2.603,82.35,4.499,1540.7,47.44,13.297,40.6,178,179,0
2.588,65.14,5.045,1601.5,53.38,11.226,38.7,985,4,0
3.081,72.16,5.683,1382.8,47.8,13.781,55.4,280,129,0
2.885,86.95,3.781,1602.7,47.0,17.054,59.3,798,132,0
2.679,83.95,4.387,1435.2,46.21,11.282,42.0,1236,98,0
1.868,61.27,3.311,1536.2,42.58,13.603,59.4,1078,159,0
2.877,78.51,4.596,1449.0,44.86,10.509,75.0,67,235,0
4.006,55.22,4.683,1518.2,41.42,11.775,53.7,544,146,0
3.576,75.47,4.48,1589.2,44.78,12.059,72.9,1787,358,1
3.775,93.98,4.173,1377.3,33.32,11.613,76.4,520,114,1
2.091,65.52,3.475,1432.0,47.15,16.926,34.6,499,3,0
1.708,66.66,4.687,1518.5,44.39,11.387,34.8,946,86,0
2.399,82.64,5.228,1740.2,43.32,13.174,53.8,1455,45,0
2.545,59.57,4.204,1413.7,46.1,8.14,59.4,727,82,0
3.375,68.67,4.72,1704.0,37.83,12.864,51.3,1070,153,0
1.146,80.96,3.716,1700.4,54.65,14.284,46.3,1616,305,0
3.724,68.66,4.729,1490.3,44.49,10.945,62.0,1059,281,0
2.374,72.64,4.303,1470.2,44.27,6.98,30.1,189,326,0
2.158,82.44,4.119,1430.8,40.17,11.923,78.4,1113,287,0
1.69,79.22,4.12,1493.2,45.12,12.034,41.6,1359,110,0
1.176,77.67,4.303,1359.3,51.93,13.448,75.9,947,116,0
3.159,71.61,4.691,1492.4,50.18,16.022,35.5,136,96,0
2.559,78.7,3.844,1649.7,49.27,11.24,41.9,546,281,0
1.468,73.76,4.301,1438.9,47.73,10.287,41.7,793,188,0
1.464,79.58,4.479,1475.9,43.21,9.666,79.8,1137,87,0
2.231,70.03,3.95,1329.9,37.75,12.396,30.2,1196,306,0
3.835,73.17,5.398,1537.4,43.99,12.959,62.0,1363,86,0
2.292,65.1,4.073,1526.4,43.82,10.909,73.5,555,25,0
1.297,74.65,4.165,1506.4,50.24,13.557,63.6,894,30,0
2.303,66.89,4.011,1478.3,46.55,12.931,48.1,946,125,0
2.282,63.86,5.399,1470.7,53.06,12.086,77.9,525,197,0
0.342,77.59,4.776,1550.2,50.99,10.195,74.7,174,300,0
2.457,77.13,4.032,1497.1,42.72,11.036,51.7,637,30,0
2.315,82.83,5.053,1531.5,36.02,7.14,58.7,1356,316,0
3.057,70.69,4.6,1521.5,51.93,12.472,78.4,207,231,0
3.979,79.08,4.629,1612.3,51.8,12.053,79.1,1367,44,0
3.401,80.51,4.328,1567.7,38.17,12.377,52.5,949,315,0
2.285,79.45,4.125,1519.3,52.55,13.009,72.4,104,188,0
1.615,66.74,4.669,1651.8,46.91,12.772,45.1,1666,51,0
4.559,76.49,4.227,1542.0,45.8,11.779,48.6,1064,51,1
2.547,78.64,5.408,1630.5,53.07,12.097,38.2,1047,331,0
2.511,75.07,3.865,1560.7,51.72,9.191,40.5,1276,317,0
2.481,54.14,5.268,1315.8,48.26,10.833,62.8,290,322,0
2.658,76.6,4.444,1630.5,47.37,12.101,55.5,1226,78,0
2.385,97.13,4.65,1513.5,48.08,10.528,41.6,1179,48,0
2.041,71.4,4.917,1494.8,43.0,13.72,50.1,567,229,0
2.063,67.72,4.185,1528.1,44.72,10.683,48.7,1130,343,0
2.474,78.73,4.932,1465.5,40.49,12.433,79.4,1284,43,0
2.065,78.12,3.146,1522.7,43.33,12.233,72.7,964,291,0
1.93,86.93,4.14,1440.8,43.17,13.493,49.4,1224,246,0
2.585,62.42,4.038,1627.4,41.82,13.802,75.7,838,218,0
2.296,82.31,3.873,1488.6,45.68,13.388,47.1,1241,21,0
3.703,80.9,4.393,1461.7,43.38,7.788,63.4,411,129,0
0.379,73.58,4.693,1407.5,47.51,14.388,78.3,1583,6,0
3.373,78.39,4.851,1526.9,36.89,15.055,49.5,882,271,0
3.497,85.29,4.62,1518.7,44.43,11.036,64.0,1141,349,0
0.841,83.72,4.167,1538.8,45.66,12.473,44.8,886,43,0
2.226,63.57,4.685,1397.3,43.45,10.218,43.3,424,239,0
2.203,83.2,4.562,1339.9,44.14,8.103,58.7,1236,64,0
1.374,74.35,4.968,1562.6,37.07,10.523,79.0,155,245,0
1.878,75.73,4.888,1648.5,46.78,10.92,52.7,1287,72,0
1.612,75.73,4.515,1397.4,48.24,11.29,76.9,1531,70,0
3.902,73.5,4.051,1658.9,47.47,10.082,75.7,151,196,0
3.249,86.92,4.174,1528.4,50.19,10.533,42.7,212,188,0
3.517,74.16,4.225,1499.3,46.01,11.978,50.1,1216,157,0
3.077,63.8,4.342,1460.2,47.39,10.46,62.2,881,329,0
1.597,71.06,4.634,1361.5,45.78,13.087,55.9,755,24,0
2.08,76.79,4.858,1598.8,48.44,13.363,34.8,1122,337,0
2.891,87.29,4.474,1422.4,37.11,16.761,79.7,541,70,0
1.522,81.03,4.508,1422.0,40.53,14.251,67.6,701,312,0
3.07,66.49,4.572,1599.2,52.93,12.486,51.9,172,222,0
2.308,99.85,4.242,1311.7,32.7,10.759,60.9,371,159,0
2.2,77.65,4.037,1347.6,44.3,12.587,34.4,1733,305,0
3.069,87.75,3.622,1498.2,50.86,12.653,54.8,1179,74,0
2.855,73.48,4.152,1529.3,44.53,10.973,76.5,1164,137,0
2.211,80.33,4.737,1548.5,42.97,13.567,74.8,913,40,0
3.427,83.39,4.149,1469.8,45.65,9.204,46.9,802,302,0
1.635,87.18,4.381,1753.0,43.23,11.511,56.6,256,333,0
2.993,85.57,4.733,1477.2,45.15,13.112,64.9,990,308,0
2.974,83.72,4.76,1476.9,41.58,11.425,47.0,676,15,0
2.252,71.85,3.96,1420.3,50.54,11.586,33.2,1670,188,0
2.761,69.28,4.999,1512.4,52.12,11.724,55.3,864,27,0
1.499,78.33,5.064,1561.5,44.33,10.329,60.1,416,162,0
3.239,84.33,3.935,1620.4,38.07,14.348,30.3,329,316,0
2.352,72.77,4.088,1351.1,42.38,9.964,34.8,1402,54,0
2.082,85.65,5.096,1475.4,44.08,12.636,40.4,918,273,0
3.339,89.53,4.427,1544.7,47.53,12.827,47.4,1290,304,0
1.937,65.84,3.39,1558.7,39.96,10.103,57.1,1565,101,0
1.373,66.63,3.8,1500.7,41.15,12.146,44.7,1163,41,0
1.255,73.6,4.375,1554.2,47.55,10.181,43.8,962,262,0
2.985,78.08,3.918,1419.1,49.69,14.782,73.5,824,170,0
1.476,69.75,4.293,1655.8,41.89,9.722,37.3,1621,207,0
3.904,88.52,4.516,1599.3,38.33,10.692,54.8,1536,314,1
0.834,79.24,5.231,1365.5,61.42,9.552,77.6,249,48,0
3.857,75.39,4.355,1392.5,48.92,9.285,61.3,745,59,0
2.669,60.64,5.036,1395.3,43.66,15.182,65.9,308,5,0
2.423,61.84,5.214,1567.8,49.35,13.086,51.6,573,147,0
2.064,77.81,5.217,1371.5,44.38,12.281,31.0,1809,286,0
2.819,53.67,4.642,1466.9,49.34,10.687,62.3,1243,210,0
2.47,85.13,3.518,1545.5,45.8,13.815,61.6,798,149,0
3.383,73.42,4.73,1493.4,45.46,10.352,35.5,1001,84,0
2.591,107.43,5.024,1525.9,44.43,13.587,53.1,761,159,0
2.62,98.08,4.459,1393.4,37.76,10.255,75.8,1608,46,1
2.209,73.19,5.372,1559.5,54.69,10.711,40.3,293,161,0
2.454,73.94,4.93,1438.7,40.29,13.517,53.1,410,154,0
2.746,84.96,4.784,1467.5,38.2,13.728,53.1,198,229,0
1.132,92.03,5.043,1523.8,43.94,13.195,70.5,80,299,0
1.421,58.62,4.667,1510.3,40.19,9.901,71.2,1409,157,0
3.095,57.14,3.254,1502.4,44.74,11.107,68.0,137,160,0
2.637,68.78,4.25,1424.9,48.44,12.314,48.3,213,246,0
2.353,80.83,5.099,1470.0,49.98,10.301,33.6,619,55,0
2.515,79.97,4.096,1500.2,49.07,14.742,47.5,960,150,0
2.778,85.7,4.388,1362.5,43.47,7.196,64.0,1231,298,0
2.068,63.0,3.978,1453.7,45.25,10.443,65.1,1688,53,0
1.877,51.84,5.392,1538.8,47.04,10.981,78.3,1157,222,0
2.657,83.58,5.341,1372.3,36.21,6.312,52.7,166,253,0
1.717,66.72,4.058,1615.7,47.85,9.208,61.6,1527,67,0
2.827,54.82,4.574,1627.0,37.71,13.251,57.0,430,52,0
1.138,76.45,4.16,1375.5,55.2,12.061,37.5,1204,244,0
3.323,82.93,4.807,1635.8,42.98,15.146,53.1,121,39,0
2.878,73.78,4.755,1485.6,44.08,15.09,57.2,1198,341,0
2.705,70.42,4.906,1541.9,41.15,12.866,77.5,331,350,0
3.286,73.41,4.666,1450.3,41.85,12.626,48.3,1092,137,0
3.832,71.29,5.968,1592.3,56.37,12.132,79.0,1723,265,1
3.311,61.52,3.986,1540.6,49.7,6.69,57.1,1162,137,0
1.027,67.85,3.645,1418.6,37.25,9.211,42.1,1332,291,0
1.476,80.21,4.303,1383.5,52.52,12.201,39.6,1354,209,0
2.0,78.22,3.716,1354.0,50.97,13.232,37.1,1262,171,0
2.521,76.68,3.754,1518.8,43.59,12.579,52.6,1554,184,0
2.914,65.05,3.999,1557.2,46.53,10.215,31.1,1100,298,0
1.919,73.18,4.039,1565.1,44.93,13.875,52.3,1175,239,0
2.649,53.23,4.023,1488.2,54.86,14.965,79.4,620,210,0
1.896,76.78,4.759,1384.3,41.02,13.876,63.5,1689,362,0
2.011,89.29,4.247,1431.8,45.73,13.979,68.0,1340,150,0
1.375,60.26,4.41,1615.2,42.86,10.882,36.0,37,123,0
1.761,69.14,4.947,1451.5,37.83,14.152,53.7,964,48,0
1.419,78.29,4.117,1514.3,55.96,12.292,44.3,845,123,0
1.719,87.53,4.368,1392.4,39.09,13.023,74.7,1682,67,0
3.343,70.52,4.683,1533.7,46.1,12.731,39.1,1150,357,0
1.74,68.08,3.529,1454.2,36.3,11.757,52.9,797,230,0
4.606,55.31,3.308,1604.7,43.0,10.28,59.4,1644,345,1
2.895,76.03,4.673,1577.4,47.11,11.836,55.7,286,8,0
2.648,95.42,4.746,1450.4,40.88,13.974,71.5,1264,265,0
1.813,77.77,5.532,1487.3,47.93,11.117,41.6,887,124,0
3.06,74.78,4.579,1444.9,43.65,13.787,48.9,1638,320,0
2.039,78.22,4.91,1358.1,50.8,13.474,69.6,220,111,0
2.598,74.89,4.402,1414.3,51.81,11.402,56.4,1031,327,0
4.548,66.87,4.649,1519.8,42.07,14.778,50.1,216,329,1
2.423,83.23,5.334,1532.5,45.38,11.289,31.5,681,53,0
3.419,77.26,3.438,1514.9,45.92,15.019,67.7,1610,88,0
1.937,75.18,4.707,1469.8,48.1,12.868,78.6,293,94,0
2.472,65.25,5.568,1593.3,45.07,11.968,61.0,1563,358,0
3.917,88.04,4.641,1506.4,45.95,10.224,72.8,1813,249,1
1.998,81.65,5.325,1570.3,43.78,11.823,55.8,1508,316,0
3.95,69.47,4.185,1322.6,45.58,11.592,41.6,43,165,0
3.066,85.02,4.484,1107.8,51.49,9.483,30.7,1331,226,0
2.05,70.02,4.517,1528.4,48.23,11.565,62.7,1117,135,0
3.006,67.18,3.391,1357.5,48.51,10.392,54.7,1607,64,0
3.278,67.4,3.916,1478.8,48.62,13.172,69.1,1293,4,0
2.997,57.29,3.952,1469.8,44.23,14.613,64.7,1645,119,0
1.244,79.72,4.911,1658.7,46.59,9.546,79.4,693,218,0
1.918,56.69,4.936,1540.0,39.57,15.425,55.5,1239,364,0
2.302,62.72,4.662,1516.6,51.34,11.743,51.4,959,42,0
2.44,54.24,4.912,1583.7,31.09,10.05,44.3,114,187,0
2.997,74.14,4.418,1536.8,44.56,13.516,53.8,1209,25,0
2.642,73.5,5.101,1454.2,50.7,11.107,73.6,921,266,0
1.432,71.73,4.504,1607.1,38.18,11.837,32.1,1149,161,0
2.804,64.57,4.529,1389.0,47.0,11.191,78.9,1129,232,0
